Star,Review
5.0,무난하히 딱 기본템 오버핏 블레이저 느낌입니다 좋아요
5.0,역시 쿨탠다드 좀 더운 날시에도 착용이 가능하네요 ㅎ
5.0,여름자켓이 필요했는데. 너무 만족하고 계속해서 입고 있네요^^
5.0,사이즈가 조금 큰감이 있지만 오버핏으로 잘 입습니다 ㅎ
5.0,배송 빠르고 포장은 아쉽네요 담부턴 포장 꼼꼼히 부탁드립니다
4.0,"얇고 통풍도 잘 되서 시원하게 입기 좋네요 어깨, 팔이 조금더 여유 있으면 좋겠네요 소매 기장도 조금 짧아요"
4.0,쿨탠다드라길래 얇고 시원한줄 알고 샀는데 생각보다 그렇게 얇진 않네요. 신축성이 떨어져서 움직임도 약간 불편합니다 
5.0,쿨탠다드 블레이저 세일을 해서 정가보다 저렴하게 구매할수있었고 지금처럼 더운 여름에 꼭 정장을 입어야만하는 자리에서 시원하게 입을수있는 소재와 두께감이라 정말 만족합니다.
5.0,시원한 소재의 깔끔한 블랙 블레이저에요. 여름에 갖춰입기 좋아요
5.0,스판끼잇고 여름철에도 무리없이 입을수있겠어요 핏 기장 딱 떨어집니다
5.0,너무좋아요 여름에 입기도좋고 편합니다 강추합니다
5.0,색상 진한 검정입니다. 원단 소재가 캐쥬얼한 느낌을 줘서 부담스럽지는 않습니당
5.0,쿨탠다드 덕분에 여름에 정장 입을 때 더위 걱정을 한 풀 꺾을 수 있어요
5.0,배송 빨라서 좋았고 어깨도 불편하지 않네요 정사이즈면 괜찮을거 같아요
5.0,"말하면 입만 아픈, 언제나 가성비 극강의 탑은 역시 무탠다드라고 생각합니다."
5.0,여름용 블레이저가 필요하여 구매 하였습니다 일반 버전에서 안감만 빠진 느낌이라 딱 무난합니다
5.0,시원하고 핏도 좋습니다  가격대비 재질이좋습니다 추천합니다
5.0,여름 전투용 정장으로 구입 했습니다. 확실히 얇고 시원하긴 해요!
5.0,디자인은 베이직한 기본 스타일 입니다 일반인보다 팔이좀 두꺼운 편이라 팔이 꽉끼지만 더큰사이즈가 없어 그냥 입습니다 이가격에 이퀄리티면 완전 대박입니다
5.0,핏 너무 스탠다드하고 너무 좋아요 얇고 활동성도 짱
5.0,여름철 격식 갖춰야 할 자리에서 입을 용도로 구매했습니다. 저렴한 가격에 잘 구입했습니다.
4.0,깔끔하고 블레이저의 기본을 다 하는 옷입니다! 유일하게 아쉬운 점은 어깨 패드가 다소 부자연스럽고 어깨 넓이도 조금 좁은 것 같습니다.
5.0,쿨텐다드긴한데 그래도 두께감이 없진않아요 시어서커처럼 시원하진 않지만 그래도 양호합니다 봄여름가을까지는가능할듯요 경조사 이거로 끝
5.0,더워서 쿨탠다드로 주문했는데 딱 좋네요 너무 얇지도 않아서 좋아요
5.0,여름에 정장입을 일이 많아서 샀는데 시원해서 좋을 거 같네요
5.0,기존 릴렉스핏 자켓도 있는데  그와 달리 쿨탠다드 제품은  하계용으로 뒷판이 없어서 가볍고 시원합니다. 마감 파이핑도 잘되어 있어서 옷이 흐트러짐이 없습니다.
5.0,셋업으로 해서 정장으로 입기에 괜찮습니다. 쿨맥스 원단이라서 아무래도 일반 정장보다는  덜 덥고 전투용으로 입기 좋습니다. 전신 사진을 찍을 곳이 없어서 회사에서 찍었는데 실제 체감하는 핏은 나쁘지 않습니다.
5.0,"제가 졸업 파티때 입으려고 구입했는데, 돈을 비싸게 주고 빌리는 것보다 이렇게 재질 좋고, 가격 좋은 블레이저를 구입 할 수 있어서 너무 좋습니다."
5.0,여름용 블레이저가 필요해서 구매했습니다. 두께도 얇고 여름 경조사에 입기 찰떡입니다! 다른 색상도 구매하고싶습니다.
5.0,매장서 입어보니 2엑라가 딱 오버핏 나네요~ 믿고 사는 무텐 블레이저~~
5.0,쿨탠다드 바지랑 셋업으로 구매했어요. 묘하게 색이 같은듯 다른 느낌이네요.
5.0,"여름에 입으려고 바지랑 맞춰 샀는데 색감도 맞고 좋습니다. 다만 어깨는 좀 타이트하고, 품은 남네요"
5.0,검은색도 한번 사봤는데 색감도 좋고 꼼꼼해서 좋아요
5.0,면접때문에 구매했는데 너무 두껍지 않고 좋아요
5.0,정장 입을 일이 있어 셋업으로 구매했습니다. 얇아서 시원하고 좋네요
4.0,맘에듭니다 맘에들어여!!여름에입기좋아여 추천한답니다
4.0,여름철에딱 입기좋은자켓입니다 맘에들어요!~추천?~
4.0,잘 입고있습니다 착용감좋고사이즈감도 만족스럽네요
5.0,여름용 정장이 없어서 간편하게 무탠다드로 구매했습니다. 가격도 저렴하고 배송은 더할나위 없이 빠르고요. 대신 팔쪽 원단이 얇아서 그런지 패턴이 잘못된건지 입으면 조금 뒤틀리는듯한 느낌을 받네요. 
5.0,경조사에 가볍에 입기좋은 자켓입니다. 쿨원단이라 좋아요
5.0,얇고 가벼워서 경조사때 입기좋아요. 쿨원단이라 시원하네요.
5.0,듣던 대로 가격에 비해서 질이 너무 좋았어용 가을에 잘 입겠습니당 
5.0,너무좋아요 다른색들도 사고싶어요 좋은가격에 좋은퀄리티~
5.0,믿고 주문하는 무탠다드 입니다. 옷이 예뻐요 잘 입겠습니다.
5.0,깔끔하고 여러곳에서 편히 입고있어요 장례식장에도 추천합니다
5.0,자로 잰듯 핏이 딱 떨어지네요 시원한 소재라 더운 계절에 딱이네요 하의랑 셋업으로 밎춰 샀어요
5.0,소재도 좋고 가격도 좋고 무엇 보다 핏이 딱 떨어지네요 👍🏻
5.0,맞춤식으로 한거 처럼 몸에 핏되게 딱 맞네요 재질도 시원한 소재라 편하게 입을 수 있네요 셋업으로 맞춰입기 좋아요
5.0,여름 원단이라 답답러지 않고 좋네요 여름용으로 추천
5.0,"가성비도 좋고 핏,재질 다 마음에 들어서 잘 입고 다니고 있어요!"
5.0,웨딩스냅에 쓰려고 하는데 블레이저는 확실히 좋아요. 아무도 모를 듯. 
5.0,"급하게 필요해 구입했는대 배송빠르게 왔어요. 생각보다 훨씬더 맘에들어요.소재도 좋고 서이즈도 딱 좋고 핏좋아요 가격에 비해 아주 훌륭해요. 슬랙스에도. 청바지에도 이뻐요  한여름 소재는 아니지만 봄,여름,초가을꺼지 입을듯해요"
4.0,얇은 재질 특성상 핏이 완벽하게 잡히진 않습니다
5.0,배이직하지만 핏은 트렌디한! 너무도 마음에 드는 블레이저에요~ 추천해용
5.0,매장에서 입어보고 너무 마음에 들어서 큰 고민 없이 구매한 옷입니다 ㅋㅋ 베이직해서 어디에나 잘 어울려요 ㅎㅎ
5.0,핏이 예쁘고 엄청 좋아요 ! 추천합니다 후회하지않아요
5.0,"배송빠르고 소재좋고 핏좋고 가격대비 너무 만족합니다. 한여름에는 더울듯하지만 봄,여름,초가을꺼지는 입을수있을듯합니다."
5.0,다른 블레이저에 비해서 얇아서 좋고 한여름 빼면 다 입을 수 있을 것 같아요
5.0,한여름 빼고 다 입을 수 있을 정도로 얇고 제봉이나 마감도 괜찮네요. 4만원 대에 사서 가성비가 아주 좋네요
5.0,"매우 합리적인 가격, 말도 안되는 만듦새. 내부 보시면 안똑 마감까지 얼마나 꼼꼼한지 아실겁니다."
5.0,한여름에 입어도 많이 덥지 않았고 좋았습니다 무탠다드 굿 
5.0,급하게 경조사가 생겨서 전날밤에 구매했는데 다음날 도착해서 너무 좋았습니다!! 이정도 가격에 핏이나 소재감 가성비 나무랄데 없네요.
5.0,너무 타이트하게 달라붙는 감이 있습니다. 그래도 소재는 나름 괜찮은긋
5.0,173/72 입니다. 사이즈도 적당하고 핏감도 좋아요
5.0,일반 재질 릴렉스드 베이식 블레이져 구매후 쿨탠다드도 구매했습니다 가볍게 입기 좋아요
5.0,정장 대신하여 구매했는데 너무 편하고 좋습니다 
5.0,배송이 되게 빠르고 한여름빼곤 다 입을 수 있을 정도로 얇아요 핏도 이쁘고 제봉 퀄리티도 좋네요 겨울 빼고 모든 계절에 입으려구요 
4.0,더운 나라 출장용으로 구입했습니다.. 무난한 자켓입니다
5.0,더운 나라 출장용으로 구입했습니다.. 무난한 자켓입니다
5.0,배송 빠르고 색감도 좋습니다. 잘늘어나고 여름에 입기 좋움
5.0,통풍잘되고 잘늘어나네요 . 만족합니다. 여름에 입기좋은 정장이네요
5.0,이상에 입을 블레이져로는 좀 큰게 나은거 같아요
5.0,데일리로 입기좋으려고 한사이즈 업했어요 좋습니다
5.0,일상에 편하게 입으려고 엑라샀는데 핏한건 다운이에요
5.0,장례식장 갈때마다 입을라고 구매했어요. 가성비 좋아요!
5.0,가성비 좋습니다. 간절기에 아우터로 사용하기에 최적이에요
3.0,"175.6cm / 75~76kg 기준 L사이즈는 타이트한 정핏입니다. 상품 이름이 릴렉스드이기도 하고 기장이 키에 적당해 보여 구매하게 되었는데 가슴 폭과 어깨가 작게 나온 것 같습니다. 착용감은 사그락 거리는 나일론과 유사하고 약간의 스판 느낌이 있네요. 얇고 땀배출 잘되서 초여름까지 부담없이 입을 수 있다는 점이 장점이지만, 어깨 패드가 많이 들어가 있어 어깨가 넓으신 분들은 어깨 부위와 패드 사이가 떠서 뿔처럼 솟습니다. 블레이저를 앞으로 쏠리게 착용하면 덜하지만, 입을 때마다 한 숨이 ;; 셋업으로 쿨탠다드 릴렉스드 테이퍼드 슬랙스 착용하면 색이 미묘하게 달라 신경쓰이는 건 덤입니다 ㄷㄷ"
5.0,4만원대에 사서 이보다 좋긴 힘드네요 다른 스파오 브랜드 더 얆은게 있긴하지만 이 가격엔 ㅎㅎ
5.0,싼 가격에 적당한 품질 좋습니다 4만원대에 샀네요 ㅎㅎ
5.0,핏이 너무 예쁜 블레이저 한여름빼고는 다 입을수있을듯
5.0,정장 대신 입으려고 구매했는데 생각보다 좋아요
5.0,항상 잘 입고있습니다 추천이요 무탠다드는 역시 최고에요
5.0,시원하고 소재도 얇아서 여름 블레이저도 딱이에요
5.0,여름 블레이저로 딱이에요! 가볍고 시원하고 스타일 좋아욤
5.0,되게 빨리 받았습니다. 소재도 굉장히 얇게 나와서 좋았구요. 여름에 결혼식장 갈때 딱 알맞은 거 같네요
5.0,배송도 빨리오고 옷도 만족스럽습니다. 잘 입도록 하겠습니다. 
5.0,얇아서 좋습니다. 같은 사이즈인데 기장이 좀 짧은 블레이저가 있으면 좋겠습니다. 
5.0,전투용 출근룩으로 가성비 좋고 사이즈는 1업 추천이요
5.0,솔직히 가격이 싸서 그냥 싼 가격에 입자 했는데 생각보다 너무 좋습니다!! 여름용으로 딱좋고 담에도 구매 할 예정입니다!!
5.0,깔끔한 디자인에 핏도 예쁘고 배송도 빨라 만족했습니다.
5.0,상체 발달형인데 쿨맥스 소재에 뒷판 소재가 없어서 시원합니다.
5.0,소재도 좋고 마감도 깔끔합니다. 재봉 상태도 괜찮구요.  사이즈 대비 조금 넉넉한 편 입니다. 
5.0,"가격 대비 재질이랑 디자인도 좋고, 배송 포장도 너무 좋습니다!"
5.0,완전 만족합니다 ㅎㅎ 최고에여 생각보다 크게 나왔어요
5.0,만족스러워요!! 배송도 빠르고 옷도 마음에 들어요!
5.0,원단두께는 보통인데 등쪽만 가림판이 있어 다른곳은 그라도 시원합니다
5.0,딱 기본 정장이고 핏도 좋고 재질도 좋고 가성비는 더 좋아요
5.0,평소 상의 105 입는데 이건 좀 큰 느낌이구요. 쿨탠다드 천이라지만  살짝 두꺼운 편이라 요즘 입기엔 좀 더울거 같고 봄가을에 적당할 거 같네요.
4.0,쿨덴다드 세이와이드 바지 셋업으로 샀는데 잘 어울리네요 여름용으로는 더울듯요
3.0,쿨덴다드 세이와이드 바지 셋업으로 샀는데 잘 어울리네요 여름용으로는 더울듯요
5.0,"이정도 두께면 여름 정장, 셋업 가다마이 졸업이네요"
5.0,배송빠르네요 얇아서 지금입기좋아요 정사이즈네요
5.0,생각보다 얇지는 않아서 한여름에는 무리에요! 하지만 그외에는 쉬원하게 입을수 있을꺼같습니다!! 
5.0,여름에 입을 블레이저가 필요해서 구매했어요!! 무탠다드 매장가서 옷 확인하고 구매했더니 실패 없이 구매했답니다. 원래도 베이식 블레이저 입는데 너무 만족합니다!!
5.0,"최근 다이어트로 옷들이 커져서 브레이저 구매 고민하고 있었는데, 타임세일로 저렴하게 나와 구매하게 되었습니다. 다이어트 후, 첫 옷 구매라 사이즈 고민이 많았는데 저랑 비슷한 체형의 분들이 2xl구매하신 분들과 xl 구매하신 분들로 나뉘어서 고민하다 xl 로 구매했습니다. 옷은 쿨탠다드라고 해서 엄청 얇지는 않고 그냥 일반 두께정도인것 같습니다. 한여름에 데이트룩으로 입기에는 두껍고, 봄 가을에 적당한 두께로 느껴집니다. 옷 디자인은 깔끔한 정석 디자인이고 무난하게 입기에 가성비 최고 인것 같습니다. 입었을때 핏은 정사이즈로 느껴지고 데이트 룩 보다는 하객룩에 어울리는 핏 같습니다. 물론 데이트 룩으로 활용해도 나쁘지는 않아 보이나 편안한 느낌보단 격식차린 느낌 날것 같습니다. 그래도 여러가지로 보았을때 가성비나 활용도 높을것 같아 매우 만족합니다"
5.0,이쁘네요 깔끔하네요 기성비있네요 사이즈괜찮네요
5.0,"가격좋고, 가격대비 품질이 너무좋아요. 사이즈도 딱 떨어집니다."
4.0,쿨탠다드 티셔츠와는 다르게 아주 얇고 그런 재질은 아닙니다. 그래도 봄 가을에는 입을 수 있을 것 같은 베이직한 느낌의 자켓이에용~
4.0,쿨탠다드 자켓은 처음인데 예상보다는 살짝 두껍네요. 봄가을에 입기 최적일듯. 배송은 상자 찌그러지고 좀 터진 상태로 왔어요
5.0,사이즈도 적당하고 두께감도 괜찮은 편이라 편하게 입고 다닐 수 있을 거 같습니다
5.0,기본템으로 좋아요 너무 딱 맞는 느낌은 있지만 만족합니다
4.0,배송 너무좋아 품질 너무좋아 무탠다드 너무좋아 무진장 너무좋아 만족 너무좋아.
5.0,"무신사 스탠다드 와이드 히든 밴딩 슬렉스랑 함께 입었습니다.  처음으로 무신사에서 산 상품인데, 저같은 멸치들이 입어도 사이즈 잘 맞고 핏이 살아나네요. 재질은 약간 까칠까칠 한데 입기 편했어요. "
5.0,무난하고 이쁩니다. 여름에 입기 좋고 덥지 않아요
4.0,깔끔하고 무난해서 봄가을에 입으려고 미리 사뒀어요
4.0,기본에 충실한 블레이저 합리적인가격에 구입했어요 만족합니다
5.0,쫀쫀하고 재질도 너무 좋고 시원하고 여름에 입기 너무 좋아요!
5.0,생각했던 것보다 마음에 듭니다. 감사합니다! 잘 입을게요 :)
5.0,여름에도 입을 수 있는 가벼운 블레이저를 찾고 있었는데 딱 원하던 제품이네요. 요즘은 여름에도 결혼식을 꽤 하던데 여름정장은 잘 안 사지더라구요. 그럴 때 요 블레이저가 딱!! 가벼우면서 쿨맥스 소재라 시원합니다. 디자인은 기본이라 유행을 타지도 않을 것 같구요. 이쁘게 잘 빠진듯!!
5.0,배송 빠르고 스텐다드핏에 정석적인 모습입니다 아주좋아요
5.0,핏도 이쁘고 디자인도 이쁘고 가격도 합리적이고 좋습니다 ㅎㅎ
5.0,그냥 가벼운 면접이나 경조사 같은곳 가면 입을려고 샀는데 엄청 얇고 좋아요
5.0,군더더기 없이 깔끔하고 기본을 다 하는 옷입니다! 여러 디테일을 보완한 더 높은 금액대의 옷이 나온다면 구매 의사 무조건 있습니다! 유일하게 아쉬운 점은 어깨 패드가 약간 부자연스럽고 어깨 넓이도 조금 좁은 것 같습니다
4.0,검은 브레이져 예뻐요 핏이 딱맞구요 케주얼어도 어울림
5.0,사이도좋구 기본아이템으로 딱이네요 케주얼도 어울릴거 같아요
5.0,여름용이라 얇고 시원해서 좋네요 그런데 한여름엔 힘들어요
5.0,재질도 마음데 들고 디자인도 너무 마음에 듭니다 잘입을께요
5.0,사이즈 잘 맞구요 가볍고 시원해요 연청이랑 입기도 좋고 전 두벌 셋업으로 구매해서 출근용으로 잘 입고 있어요^^
5.0,전 라이트베이지도 셋업 구매 콤비도 착용 사이즈 잘 맞구요 가볍고 시원해요 연청이랑 입기도 좋고 전 두벌 셋업으로 구매해서 출근용으로 잘 입고 있어요^^
5.0,한여름은 무리고 초여름까지는 입어볼만 한 것 같습니다.한여름은 무리고 초여름까지는 입어볼만 한 것 같습니다.
5.0,한여름은 무리고 초여름까지는 입어볼만 한 것 같습니다.
2.0,여름 용 아닙니다. 두꺼워 여름에 못 입습니다. 소매 부분도 많이 아쉽구요
5.0,잘 입고다니고있습니다 예쁘고 저렴해서 좋아요
5.0,할인된 가격합격 배송 합격 핏 합격 소재 중합격(?) 격식을 갖추어야 하는자리에선 그래도 최선의 선택이지 않을까 적어도 여름한정으론 좋을거 같아요 좀만더 얇았으면 하는 아쉬움도 있지만 또 너무 얇게되면 핏이 망가질수 있으니 고민중이신분들이 있으시다면 선택에 큰 후회는 없지않을가 싶습니다.
5.0,딱 원하던 핏이고 다른 색상도 주문할 생각 입니다
5.0,"처음 입을땐 두껍고 뻣뻣한 감이있으나, 냉감재질이라 시원하게 느껴지고 신축성도 괜찮은 편"
5.0,딱 원하던 핏이고 다른 색상도 주문 하려고 합니다
5.0,고급스럽고 사이즈 딱입니다 소매길이만 좀 길어요
5.0,가성비도 좋고 핏도 마음에 들어서 출퇴근할때 자주 입고 녀요!!
5.0,운동으로 체격이 커서 항상 사이즈에 고민이 있는 사람입니다. 2xl를 사야 하나 고민했지만 xl 구매했고 끼지 않고 잘 맞습니다. 다만 안에 어떤거를 입을거냐 혹은 여유로운 느낌을 원한다면 2xl도 추천합니다.
5.0,안감이 있는 블레이저 치고 얇고 핏이 예뻐요 소매가 조금 짧은게 아쉬워요
4.0,여름소재? 대비 살짝 두께감은 있으나 기본 충실 + 편함
5.0,ㅙ매우 만족스럽습니다!! 색상은 화면이랑 똑같습니다. 퀄리티도 매우 좋습니다 ★강추★
5.0,편하게 입기 좋아요 근데 생각보다 두께감이 있습니다
5.0,아들 선물해줬어요~ 두께가 얇아도 한 여름에는 조금 어렵지 않을까 합니다! 그래도 핏도 괜찮고 색감도 깔끔하니 좋아 보여요~
5.0,여름에 좋은 자리에서 입으려고 샀어요! 시원하고 좋네요ㅎㅎ
5.0,배송도 빠르고 합리적인 가격에 샀네요. 디자인이 심플해서 좋습니다.
5.0,째랴보다가 블프 맞춰서 잘 샀네요. 정사이즈고 핏도 좋네요.
5.0,무신사 스탠다드 제품읔 언제나 믿고 살수있는 제품이라 좋아요
5.0,무신사 스탠다드 언제나 기본에 충실한 아이템 꼼꼼한 마감도 마음에 듭니다
5.0,무신사 스탠다드 언제나 믿고 살수있는 베이직템이네요 가볍게 걸치기 좋고 핏도 마음에 듭니다
5.0,역시 쿨텐다드멋지네요. 시원하게잘입고있습니다.핏도 너무좋구요
5.0,저렴하게 샀어요! 편하고 데일리로 입기 똭이에요!!!!
5.0,여름에 입기 좋은 두께감이랑 원단이라 시원하게 입을 수 있어요 굳굳
5.0,급하게 샀는데 가격대비 퀄리티가 너무 좋아요 완벽!
5.0,사이즈가 딱 맞아서 좋아요 선물했는데 만족스러워 하네요 전에 주문한 블레이저가 구겨져서 왔는데 이번엔 꼼꼼하게 포장해 주셔서 좋았습니다
5.0,얇고 이쁘고 시원하고 좋습니다 여름에 추천드립니다
5.0,적당히 오버하니 캐주얼하게 입기도 좋고 포멀하게입기도 좋아요 스탠다드핏으로 샀다가 캐주얼로 입기어려울거같아서 릴렉스로 바꿧는데 대만족
5.0,적당히 오버하니 캐주얼하게 입기도 좋고 포멀하게입기도 좋아요
5.0,네이비색 말고 검은색도 사버렸네요 너무 만족합니다
5.0,엉덩이까지 내려오긴 하는데 괜찮아서 잘 입고 있습니다.
5.0,여름마이 필요했는데 배송도 빨랐고 친구 결혼식때 잘입었습니다^^
5.0,어깨가 조금 더 넓었으면 딱인거같은데.. 그래도 만족합니다
5.0,빠른배송 깔끔한포장 가성비 좋고 핏이ㅜ좋습니다 굿!
5.0,두께가 아주 얇지는 않고 적당히 더운 날씨에 적합합니다. 미묘하게 넉넉한듯 딱 적당한 핏이 나옵니다.
5.0,딱 기본적인 블레이저입니다. 첫 구매 이벤트로 싸게 사서 만족합니다.
5.0,"무탠 오버사이즈 블레이저 같은 사이즈 샀는데 이제품이 어깨, 팔기장 더 작아요 여름 정장 대용으로 사용 가능할 것 같아요"
5.0,"무탠 오버사이즈 블레이저 같은 사이즈 샀는데 이제품이 어깨, 팔기장 더 작아요 여름 정장 대용으로 사용 가능할 것 같아요 "
5.0,무신사 스탠다드 적당한 두께감과 이쁘네요 너무 좋아요
4.0,장례식 및 검은 자켓입을일 있을때 기본템으로 추천 드립니다
5.0,제품 좋아요! 앞으로 정장은 다른데 말고 무탠다드가 답인듯 합니다! 
5.0,검정색 정장이 필요해서 구매했네요. 원단자체가 너무  편하네요.
5.0,사이즈 좋고 잘 입고 있습니다. 시원하고 여름에 입기 좋아요.
5.0,배송이 참 빠르고 좋아요. 무탠다드는 믿고 사는편.. 시원하고 좋습니다!
3.0,핏이 마음에 원하던 핏은 아니였어요 어깨가 너무 불편합니다
5.0,퀄리티가 정말 좋아서 오랫동안 입을 수 있을 것 같아요.
5.0,디자인이 매우 깔끔하고 세련돼서 일상적인 자리에서도 잘 어울려요.
5.0,이 블레이저는 정말로 실용적이에요. 어떤 옷과도 잘 어울리고 편하게 입을 수 있어요.
4.0,블레이져 입문용으로 샀는데 생각보다 퀄리티가 좋음. 단점은 팔 올릴때 어깨부분이 불편함
5.0,덩치가 있는편인데 사이즈가 딱 좋습니다. 시윈한소재에 사이즈도 딱 좋으니 완전 만족
5.0,제가 팔이 길어서 팔이 좀 짧긴한데 사이즈 적당하네요 와이프가 보더니 괜찮다고 하네요 자주 입지는 않는데 가격이 적당해서 좋네요!!
5.0,두께랑 팔기장이 좀그래요 두께는 여름거인줄 알고 샀는데 좀 두껍고 팔기장은 짧아요 ㅠㅠ
4.0,배송 은 빠름 조금더 얇았음했는데 한여름엔 더울듯
5.0,편하게 입기 너무 좋아욤. 가격도 좋구요. 잘입을떼요
5.0,"배송 엄청 빠릅니다. 저녁 11시에 주문했는데 다음날 왔어요. 키 170에 59키로라 평소 상의는 95입으면 딱 맞고 100은 조금 여유있는 편입니다. 그런데 M 을 입으니 딱 맞으면서 아주아주 조금 여유가 있어서 조금 체중이 늘어도 알맞게 입을 것 같아요. M이 대략 95~100 사이쯤 되는 것 같아요.  튀지 않고 무난한 기본 스타일이라 슬랙스를 입으면 정장스럽고 청바지를 입으면 캐쥬얼 느낌도 나서 두루두루 입을 수 있을 것 같아요.  소재가 린넨처럼 얇지는 않고 조금 두께가 있어서 구김이 덜 할 것 같아요. 대신 한여름에는 더워서 못 입을 것 같고 봄,가을에 입으면 딱 좋겠어요. 늦여름까지는 입을 수도 있을듯요. 가격이 착한편이라 별 기대 안했는데 소재나 스타일이 예상보다 좋아서 조금 놀랬어요. 다른 브랜드 8~9만원짜리보다 괜찮은 듯.. 하나 있으면 두루두루 걸치기 좋을 것 같아요. 셋업 상품인 슬랙스 하나 또 주문할 생각입니다."
