Review,Processed_Review,keyword_1,common_keywords_all,common_keywords_3_plus,Answer
커버낫 기본템 좋네요 다른 브랜드 기본템은 너무 얇거나 아니면 목 마감이 안좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요 가볍고 편해서 아주 맘에 듭니다!,커버나 기본 템 좋네요 다른 브랜드 기본 템은 너무 얇거나 아니면 목 마감이 안 좋아서 금방 늘어나던데 요건 많이 입을 수 있을 것 같아요 가볍고 편해서 아주 맘에 듭니다,"['편하다', ' 목마', ' 기본', ' 커버낫', ' 가볍다', ' 브랜드']",,"가볍다, 기본, 늘어나다, 마감, 브랜드, 커버","기본, 가볍다, 편하다"
XL입는데 L맞네요 재질은 매끄럽고 가벼워요  얇은편이나 비침은 없어요 구김도 적고요 추전합니다,XL 입는데 L 맞네요 재질은 매끄럽고 가벼워요 얇은 편이나 비침은 없어요 구김도 적고요 추전합니다,"['추다', ' 구김', ' 얇다편', ' XL', ' L', ' 비치', ' 가볍다', ' 매끄럽다']", 가볍다,"가볍다, 구김, 맞다, 매끄럽다, 비침, 없다, 재질, 적다, 추다, 편이","XL, L, 재질, 매끄럽다, 가볍다, 얇다, 비침이 없다, 구김이 적다, 추천"
제 옷 보더니 동생이 자기도 입고 싶다해서 주문했어요! 여름용 반팔 아주 시원하고 좋다고 동생 물놀이 때도 입고 잠옷으로도 입고 좋아하네요..,제 옷 보더니 동생이 자기도 입고 싶다 해서 주문했어요 여름용 반팔 아주 시원하고 좋다고 동생 물놀이 때도 입고 잠옷으로도 입고 좋아하네요,"['시원', ' 여름', ' 동생', ' 팔', ' 잠옷']",,"동생, 물놀이, 보더, 시원하다, 여름, 으로도, 잠옷, 좋아하다, 주문, 팔","여름용, 반팔, 시원하다, 물놀이, 잠옷"
저렴하게 질좋은 티셔츠를 사게 되서 만족합니다.,저렴하게 질 좋은 티셔츠를 사게 돼서 만족합니다,"['티셔츠', ' 질', ' 만족하다', ' 저렴하다']"," 저렴하다,  만족하다","만족하다, 저렴하다, 티셔츠","저렴하다, 질, 티셔츠, 만족하다"
가격대비 디자인 및 원단 품질이 좋은 반팔티입니다.,가격 대비 디자인 및 원단 품질이 좋은 반팔 티입니다,"['원단', ' 팔티', ' 디자인', ' 가격', ' 품질']", 가격,"가격, 대비, 디자인, 원단, 티, 팔, 품질","가격, 디자인, 원단, 품질, 반팔, 티"
여름엔 역시 쿨코튼이 최고입니다.시원하고 땀 흡수가 잘됩니다.,여름엔 역시 쿨 코튼이 최고입니다 시원하고 땀 흡수가 잘됩니다,"['땀흡수', ' 시원', ' 쿨코튼']",,"시원하다, 여름, 최고, 코튼, 흡수","여름, 코튼, 최고, 시원하다, 땀, 흡수"
생각보다 많이 얇아요 여름에 시원하고 좋겠지만 가을 겨울에는 조금 추울거 같아요. 사이즈는 크지도 작지도 않고 보통이에요. 무엇보다 배송이 빨라서 좋네요!,생각보다 많이 얇아요 여름에 시원하고 좋겠지만 가을 겨울에는 조금 추울 거 같아요 사이즈는 크지도 작지도 않고 보통이에요 무엇보다 배송이 빨라서 좋네요,"['아쉽다', ' 2020년', ' 재질']",,"가을, 겨울, 라서, 배송, 보통, 얇다, 에는, 크다","얇다, 여름, 시원하다, 가을, 겨울, 춥다, 사이즈, 보통, 배송, 빠르다"
항상 만만하게 입기 좋은 무난한 반팔. 사이즈도 적당히 여유있어서 여름에 안달라붙고 쾌적한 느낌이어서 좋음,항상 만만하게 입기 좋은 무난한 반팔 사이즈도 적당히 여유 있어서 여름에 안 달라붙고 쾌적한 느낌이어서 좋음,"['편하다', ' 여름']",,"달라붙다, 만만하다, 무난, 사이즈, 여름, 여유, 적당하다, 쾌적하다, 항상","무난, 반팔, 사이즈, 적당하다, 여유, 여름, 쾌적하다"
얇은 기능성 재질입니다. 운동이나 기타 작업할 때 적절하겠네요. 사이즈가 작아서 한두치수 크게 가는걸 추천드립니다.,얇은 기능성 재질입니다 운동이나 기타 작업할 때 적절하겠네요 사이즈가 작아서 한두 치수 크게 가는 걸 추천드립니다,"['기능성', ' 얇다', ' 재질', ' 사이즈', ' 운동', ' 작업']", 작업,"가다, 기능, 드리다, 사이즈, 얇다, 운동, 작다, 작업, 재질, 적절하다, 치수","얇다, 재질, 운동, 사이즈, 작다, 크게, 추천"
운동할 때 잘 입고 있습니다. 좀 까끌거리지만 가격 대비 좋아요,운동할 때 잘 입고 있습니다 좀 까끌까끌 거리지만 가격 대비 좋아요,"['운동', ' 가격', ' 끄다끄다다림']", 가격,"가격, 거리, 까끌까끌, 대비, 운동","운동, 까끌거리다, 가격"
저렴한 가격에 샀네요 잘 입을것 같아요 근데 조금 더 사이즈가 컷으면 좋았을 것 같네요,저렴한 가격에 샀네요 잘 입을 것 같아요 근데 조금 더 사이즈가 컸으면 좋았을 것 같네요,"['사이즈', ' 가격']", 가격,"가격, 사이즈, 저렴하다, 크다","저렴하다, 가격, 사이즈"
시원해서 통풍 잘 되서 좋네요 사이즈가 조금 널널하고 딱 맞습니다,시원해서 통풍 잘 돼서 좋네요 사이즈가 조금 널찍하고 딱 맞습니다,"['사이즈', ' 통풍', ' 시원하다']", 통풍,"널찍하다, 돼다, 맞다, 사이즈, 시원하다, 통풍","시원하다, 통풍, 사이즈, 널찍하다, 맞다"
너무 쿨링하고 시원하진않아요 ㅋㅋ 다른 그냥 보세 중국산비교했을때 그게 더 시원함 ,너무 쿨링하고 시원하진 않아요 다른 그냥 보세 중국산 비교했을 때 그게 더 시원함,"['시원', ' 쿨링']",,"그게, 그냥, 비교, 시원하다, 중국산, 쿨링",시원하지 않다
운동할 때나 집에서 편하게 입고 있어요 저렴하게 잘 샀네요,운동할 때나 집에서 편하게 입고 있어요 저렴하게 잘 샀네요,"['편하다', ' 운동', ' 집', ' 저렴하다']", 운동,"운동, 저렴하다, 집, 편하다","운동, 편하다, 저렴하다"
단추도 싸구려~색감좋아보여서 선택했는데 확실히 가격이 낮아서 그런가 딘추부터ㅜ바느질까지 싼티가 팍팍나네요,단추도 싸구려 색감 좋아 보여서 선택했는데 확실히 가격이 낮아서 그런가 딘 추부 터 바느질까지 싼 티가 팍팍 나네요,"['색감', ' 나다', ' 싸다티', ' 바느질', ' 가격', ' 확실하다', ' 가다', ' 런가', ' 아보여서', ' 선택', ' 딘추', ' 팍팍', ' 싸구려', ' 낮다', ' 단추']"," 런가,  확실하다,  싸구려","가격, 나다, 낮다, 단추, 런가, 바느질, 선택, 싸구려, 여서, 확실하다","단추, 싸구려, 색감, 가격, 낮다, 바느질"
옷이 너무 이쁩니다!! 지금 더운날에서 시원하게 입을 수 있어요,옷이 너무 이쁩니다 지금 더운 날에서 시원하게 입을 수 있어요,"['시원', ' 덥다다날']",,"날, 덥다, 시원하다","덥다, 시원하다"
긴팔을 받아 교환요청을 했는데 반품하고 다시 벋는데 일주일이걸렸네요. ㅡㅡ 사이즈에 비해 길이가 좀 짧은듯한 느낌이긴 한데 세탁 후 입어봐야겠네요,긴팔을 받아 교환 요청을 했는데 반품하고 다시 벋는 데 일주일이 걸렸네요 사이즈에 비해 길이가 좀 짧은듯한 느낌이긴 한데 세탁 후 입어봐야겠네요,"['굳다굳다', ' 가성비', ' 에드']",,"걸리다, 교환, 길이, 반품, 비다, 사이즈, 세탁, 일주일, 팔","반품, 사이즈, 길이, 짧다"
맛도리입니다 날이너무 더워 생각보다 많이 입지는 못했네요 ㅠㅠ,맛도 질입니다 날이 너무 더워 생각보다 많이 입지는 못했네요,"['팔', ' 겹치']",,"날, 덥다, 맛, 입지",덥다
얇고 엄청 시원해요 근데 이쁘니까 여름에 자꾸 손이가요,얇고 엄청 시원해요 근데 이쁘니까 여름에 자꾸 손이 가요,"['번', ' 못', ' 건조기']",,"가요, 손, 시원하다, 얇다, 여름, 자꾸","얇다, 시원하다, 여름"
핏도 좋고 재질도 시원해서 너무 좋아요 여행갈때 입기 딱이에여,핏도 좋고 재질도 시원해서 너무 좋아요 여행 갈 때 입기 딱이에요,"['오래', ' 탄탄', ' 핏']",,"딱이다, 시원하다, 여행, 재질, 핏","핏, 재질, 시원하다, 여행"
가성비 말 안되고 지나가다가 똑같은 사람 만날 수는 있지만 옷 자체는 이쁨,가성비 말 안 되고 지나가다가 똑같은 사람 만날 수는 있지만 옷 자체는 이쁨,"['재질', ' 도플갱어', ' 색상', ' 핏감']",,"가성비, 똑같다, 만날, 사람, 수, 자체, 지나가다",가성비
여기저기 휘뚜루마뚜루 잘입고있어요 더워서 나시입고 걸쳐서 제일 많이 입는것같아요 흔하다고 하는데 생각보다 똑같은옷 많이 안마주친거같아요,여기저기 휘뚜루마뚜루 잘 입고 있어요 더워서 민소매 입고 걸쳐서 제일 많이 입는 것 같아요 흔하다고 하는데 생각보다 똑같은 옷 많이 안 마주친 거 같아요,"['얇다', ' 소재', ' 팔셔츠', ' 두운', ' 후후', ' 단추']",,"걸치다, 덥다, 똑같다, 민소매, 여기저기, 제일, 휘뚜루마뚜루, 흔하다","덥다, 민소매, 흔하다"
여름철에 입기좋은 반팔 셔츠입니다 . 무채색이라 조합해서 입기 너무 좋고 팔 쪽에 단추 디테일로 팔을 걷어도 이쁩니다. 여성분들한테는 오버사이즈로 입는걸 좋아하실 경우에는 추천드립니다!!,여름철에 입기 좋은 반팔 셔츠입니다 무채색이라 조합해서 입기 너무 좋고 팔 쪽에 단추 디테일로 팔을 걷어도 이쁩니다 여성분들한테는 오버사이즈로 입는 걸 좋아하실 경우에는 추천드립니다,"['편하다', ' 친구', ' 셔츠', ' 품']",,"걷다, 경우, 늘다, 무채색, 분들, 셔츠, 여름철, 여성, 조합","여름철, 반팔, 셔츠, 무채색, 디테일, 오버사이즈, 추천"
색감도 딱생각했던 색상에 적당히 낙낙해서 여름에 입기좋아요.,색감도 딱 생각했던 색상에 적당히 낙낙해서 여름에 입기 좋아요,"['얇다', ' 단품', ' 비치지']",,"낙낙, 색감, 색상, 여름, 적당하다","색감, 색상, 적당하다, 낙낙, 여름"
옷 이쁘고 잘 입고 있습니다 추천드려요 감사합니다,옷 이쁘고 잘 입고 있습니다 추천드려요 감사합니다,"['단추', ' 워싱', ' 체크셔츠', ' 이너', ' 버뮤다데님']",,,추천
차르르한 얇은소재라 여름에 툭 걸쳐입기 좋아요,짜르르한 얇은 소재라 여름에 툭 걸쳐 입기 좋아요,"['소재', ' 차르르', ' 빈티지']",,"걸치다, 소재, 얇다, 여름","얇다, 소재, 여름, 걸치다"
이쁘고 핏좋고 말해 뭐합니까 그냥 사세요 추천합니다,이쁘고 핏좋고 말해 뭐 합니까 그냥 사세요 추천합니다,"['핏좋', ' 말', ' 추천']",,"그냥, 말, 추천, 핏좋, 합","핏, 추천"
생각보다는 품이 조여요 기장은 괜찮음 좀 더운감이 있어요 배송이 조금 느립니다 가격 합리적이에요,생각보다는 품이 조여요 기장은 괜찮음 좀 더운 감이 있어요 배송이 조금 느립니다 가격 합리적이에요,"['품', ' 가격', ' 배송', ' 기장']"," 기장,  배송","가격, 기장, 느리다, 덥다, 배송, 보다는, 조여, 합리","품, 기장, 덥다, 배송, 느리다, 가격, 합리적"
아직 세탁은 안해봐서 잘 모르겠는데 두께감 조금 있습니다,아직 세탁은 안 해봐서 잘 모르겠는데 두께감 조금 있습니다,"['두께감', ' 세탁']",,"두께감, 모르다, 세탁",두께감
옷 너무 예쁘고 맘에듭니다 잘입을게요 감사합니다,옷 너무 예쁘고 맘에 듭니다 잘 입을게요 감사합니다,"['자다', ' 맘에듭니']",,,
케이블 흰색 니트 샀는데 비침도 거의 없는것 같아 단품 좋습니다,케이블 흰색 니트 샀는데 비침도 거의 없는 것 같아 단품 좋습니다,"['니트', ' 단품', ' 흰색', ' 케이블', ' 비치']",,"니트, 비침, 케이블, 품, 흰색","니트, 비침이 없다, 단품"
몰라 그냥 내스타일이야 너네도 자신있게 입어 그게 멋이야,몰라 그냥 내 스타일이야 너네도 자신 있게 입어 그게 멋이야,"['베스트아이템', ' 올해']",,"그게, 그냥, 멋, 모르다, 스타일",스타일
길이 제 키 기준 딱 적당해요 좀 긴 듯 싶은데 잠그면 밑에가 잡아주는 핏이라 짧아져요 사진에 잘 나오는 것 같아요 살짝 생각보다 광이 도는 느낌이 좀 있었습니다,길이 제 키 기준 딱 적당해요 좀 긴 듯싶은데 잠그면 밑에 가 잡아주는 핏이라 짧아져요 사진에 잘 나오는 것 같아요 살짝 생각보다 광이 도는 느낌이 좀 있었습니다,"['져지', ' 두껍다', ' 아디다스']",,"길이, 나오다, 사진, 잠그다, 잡다, 적당하다","길이, 적당하다, 핏, 짧아지다, 광"
"여름에 입기좋은 바지를 찾고있었는데 딱이네요
가볍고 적당히 얇으면서 핏도 딱 좋은,,

여름용으로 잘 입을듯해용 !!",여름에 입기 좋은 바지를 찾고 있었는데 딱이네요 가볍고 적당히 얇으면서 핏도 딱 좋은 여름용으로 잘 입을듯해요,"['기장', ' 신발', ' 느리다', ' 크다', ' 통', ' 배송', ' 덮다', ' 색', ' 허리']",,"가볍다, 딱이다, 바지, 얇다, 여름, 적당하다, 찾다, 핏","여름, 바지, 가볍다, 얇다, 핏"
배송도 엄청 빨리오고 옷도 예뻐요 핏도 잘 나오고 사이즈도 딱 맞아서 엄청 만족하고있습니다 앞으로 많이 살거같아요,배송도 엄청 빨리 오고 옷도 예뻐요 핏도 잘 나오고 사이즈도 딱 맞아서 엄청 만족하고 있습니다 앞으로 많이 살 거 같아요,"['와이드핏', ' 수선']",,"나오다, 만족하다, 맞다, 배송, 사이즈, 오다, 핏","배송, 빨리, 핏, 사이즈, 맞다, 만족하다"
진짜 커요 어느정도냐면 동기가 보고 “저스틴비버야? 바지 곧 벗겨지겠다” ...고 했습니다... 그치만 핏도 제 스타일이고 디자인도 예뻐서 제 최애 청바지 됐어요ㅎㅎ,진짜 커요 어느 정도냐면 동기가 보고 저스틴 비버야 바지 곧 벗겨지겠다 고 했습니다 그렇지만 핏도 제 스타일이고 디자인도 예뻐서 제 최애 청바지 됐어요,"['키워드', ' 추출', ' 단어', ' 키우다', ' 개', ' 포함']",,"디자인, 벗겨지다, 보고, 스타일, 이고, 저스틴, 청바지, 크다","크다, 핏, 스타일, 디자인, 최애, 청바지"
"핏도 좋고 편해서 맘에들어요~
요새 자주 입고 있습니다:)",핏도 좋고 편해서 맘에 들어요 요새 자주 입고 있습니다,"['싸다', ' 바지', ' 가격', ' 귀엽다', ' 최고', ' 산']",,"편하다, 핏","핏, 편하다"
귀엽고 이쁩니다 그리고 싸게 잘 산 듯 합니다 이쁜 바지에 이 가격 좋아여~ 최고입니다 좋습니다 귀엽습니다,귀엽고 이쁩니다 그리고 싸게 잘 산 듯합니다 이쁜 바지에 이 가격 좋아요 최고입니다 좋습니다 귀엽습니다,"['기장', ' 설명', ' 사이즈', ' 배송', ' 실제', ' 짧다', ' 그럭저럭']",,"가격, 귀엽다, 바지, 싸다, 최고","귀엽다, 싸다, 바지, 가격, 최고"
"허리부분이 타이트해서 당기면서 늘려서 입었는데, 그부분 말고는 정말 모든게 완벽합니다! 올여름 최애 바지가되었어요! 아주 만족합니다!",허리 부분이 타이트해서 당기면서 늘려서 입었는데 그 부분 말고는 정말 모든 게 완벽합니다 올여름 최애 바지가 되었어요 아주 만족합니다,"['얇다', ' 득']",,"늘리다, 당기다, 되어다, 모든, 부분, 완벽하다, 타이트","허리, 타이트, 완벽하다, 최애, 바지, 만족하다"
"우선 바지 크기가 전체적으로 커서 편하긴하지만 허리도 같이 커서 수선을 맡기거나 벨트가 없으면 입기 힘들다는게 단점..
그래도 바지 자체는 굉장히 예뻐서 다리가 발달되어 있으시거나 특히 허벅돼 분들에게 강추합니다!",우선 바지 크기가 전체적으로 커서 편하긴 하지만 허리도 같이 커서 수선을 맡기거나 벨트가 없으면 입기 힘들다는 게 단점 그래도 바지 자체는 굉장히 예뻐서 다리가 발달되어 있으시거나 특히 허벅돼 분들에게 강추합니다,"['바지', ' 팔랑거리다', ' 맛있다', ' 편하다']",,"바지, 수선, 전체, 커서, 크기, 편하다, 허다, 힘들다","바지, 크다, 편하다, 허리, 벨트, 수선, 강추"
핏이 예쁘고 너무 좋았습니다! 깔끔하게 입기에 너무 좋아요!,핏이 예쁘고 너무 좋았습니다 깔끔하게 입기에 너무 좋아요,"['와이드', ' 스크래치', ' 디테일']",,깔끔하다,"핏, 깔끔하다"
생각보다 실물이 이뻐서 잘 입을 것 같네요. 감사합니다.,생각보다 실물이 이뻐서 잘 입을 것 같네요 감사합니다,"['매력', ' 벨트', ' 사이즈', ' 깅', ' 전사', ' 깔다롱', ' 힙합']",,실물,실물
"반바지보다 살짝 더 긴 기장으로 어느 옷에나 매치해도 잘 어울릴거같습니다! 통도 널널하고 핏도 괜찮아서 올 여름 자주입고다닐거같아요. 허리사이즈는 살짝 크지만 벨트 매고 입으려고 합니다. 
색감도 사진과 같아서 살짝 어두운 청?색이라고 생각하시면 될거같아요. 전반적으로 매우 만족스럽습니다.",반바지보다 살짝 더 긴 기장으로 어느 옷에나 매치해도 잘 어울릴 거 같습니다 통도 널찍하고 핏도 괜찮아서 올여름 자주 입고 다닐 거 같아요 허리 사이즈는 살짝 크지만 벨트 매고 입으려고 합니다 색감도 사진과 같아서 살짝 어두운 청색이라고 생각하시면 될 거 같아요 전반적으로 매우 만족스럽습니다,"['부담', ' 기장']",,"두운, 매치, 사이즈, 사진, 이라고, 청색","기장, 길다, 매치, 어울리다, 널찍하다, 여름, 핏, 허리, 사이즈, 색감, 어둡다, 만족스럽다"
색감 너무 이쁘고 핏 괜찮고 전체적으로 가격치곤 괜찮은데 처음에 냄새가 나요! 인기 많은 이유가 있는 듯!,색감 너무 이쁘고 핏 괜찮고 전체적으로 가격치곤 괜찮은데 처음에 냄새가 나요 인기 많은 이유가 있는 듯,"['사이즈', ' 귀', ' 골반']",,"나요, 냄새, 색감, 이유, 인기, 전체, 처음","색감, 핏, 가격, 냄새, 인기"
요즘 체크 셔츠가 정말 다양한 브랜드에서 나오는데 이 제품을 우연히 보자마자 와 이건 사야겠다 하고 구매했는데 실제로 받고 입어보니 정말 이뻐요 재질도 시원한 재질이라 여름도 가능입니다,요즘 체크 셔츠가 정말 다양한 브랜드에서 나오는데 이 제품을 우연히 보자마자 와 이건 사야겠다 하고 구매했는데 실제로 받고 입어보니 정말 이뻐요 재질도 시원한 재질이라 여름도 가능입니다,"['브랜드', ' 재질', ' 체크셔츠']",,"나오다, 다양하다, 브랜드, 이건, 입어보다, 재질","체크, 셔츠, 재질, 시원하다, 여름"
재질도 좋고 배송도 빨랐어요 합리적이에요 좋아요,재질도 좋고 배송도 빨랐어요 합리적이에요 좋아요,"['합리', ' 배송', ' 재질']","합리,  재질,  배송","배송, 빠르다, 재질, 합리","재질, 배송, 빠르다, 합리적"
크게 입고싶어서 xl로 구매했어요 역시나 너무 맘에 드네요,크게 입고 싶어서 xl로 구매했어요 역시나 너무 맘에 드네요,"['xl', ' 크게']",,"xl, 크게","크게, xl"
깔끔한 기본 아디다스 져지입니다! 기장이랑 소매 길이도 적당하고 마음에 듭니다!,깔끔한 기본 아디다스 저지입니다 기장이랑 소매길이도 적당하고 마음에 듭니다,"['아디다스', ' 기본', ' 길이', ' 져지', ' 소매', ' 깔끔하다', ' 기장']"," 기장,  기본,  길이","기본, 기장, 길이, 깔끔하다, 아디다스, 저지, 적당하다","깔끔하다, 기본, 저지, 기장, 소매, 길이, 적당하다"
요즘 아디다스가 이뻐보이길래 사봤는데 역시 만족합니다,요즘 아디다스가 이뻐 보이길래 사봤는데 역시 만족합니다,"['편하다', ' 매일', ' 데일리', ' 추천추천']",,"만족하다, 보이다, 사보다, 아디다스",만족하다
엄청 커요!!! 허벅지 중간보다 살짝 위까지 와요 그치만 크게 입는 게 좋아서 그냥 입어요 ㅎㅎ,엄청 커요 허벅지 중간보다 살짝 위까지 와요 그렇지만 크게 입는 게 좋아서 그냥 입어요,"['편하다', ' 걸치다', ' 습니']",,"오다, 위, 크게, 크다, 허벅지",크다
재질도 부드럽고 배송도 빠르고 편하게 입고 다니기 좋아요,재질도 부드럽고 배송도 빠르고 편하게 입고 다니기 좋아요,"['스테디', ' 짱짱']",,"배송, 부드럽다, 빠르다, 재질, 편하다","재질, 부드럽다, 배송, 빠르다, 편하다"
배송이 엄청빠르네요. 예쁘고 사이즈도 잘 맞아서 만족합니다.,배송이 엄청 빠르네요 예쁘고 사이즈도 잘 맞아서 만족합니다,"['간지', ' 여자']",,"만족하다, 맞다, 배송, 빠르다, 사이즈","배송, 빠르다, 사이즈, 맞다, 만족하다"
오랜만에 입어보니 좋네요 로고가 아쉽고 핏이 많이달라졋네요,오랜만에 입어보니 좋네요 로고가 아쉽고 핏이 많이 달라졌네요,"['유행', ' 아우터', ' 단품']",,"달라지다, 로고, 아쉽다, 오랜, 입어보다, 핏","로고, 아쉽다, 핏, 달라지다"
배송도 되게 빠르고 핏은 살짝 오버핏으로 나와서 힙해여,배송도 되게 빠르고 핏은 살짝 온 버핏으로 나와서 합해 여,"['투엑치', ' 오버핏', ' 소매모에', ' 국룰템']",,"나오다, 배송, 버핏, 빠르다, 핏","배송, 빠르다, 핏, 오버핏, 힙"
